Person Chinese Name,Person Pinyin Name,Person Title,Person Branch,PBSC Chinese Name,PBSC Pinyin Name,Shared Anchor,Anchor Type,Binary Overlap,Episode Pair Count,Total Overlap Years,Max Continuous Overlap Years,Earliest Overlap Start,Latest Overlap End,Years From Last Overlap To 20th CC,Timing Bucket,Person Rank At Overlap,Person Career Stage At Overlap,PBSC Member Rank At Overlap,PBSC Member Career Stage At Overlap,Role Relationship,Context System Tags,Mechanical Confidence,Confidence Rationale,Manual Faction Label,Manual Faction Notes,Weighted Overlap Score,Person Biography Status,Person Episode Count,Person Data Quality,Person Is Baidu Gap,Sample Evidence
郑新聪,Zheng Xincong,Deputy Director of the Central Hong Kong and Macao Work Office; Deputy Director of the Central Hong Kong and Macao Affairs Office of the State Council; Director of the Liason Office of the Central Government in Macao; Advisor of Macao National Security Affairs,Municipal Committee,习近平,Xi Jinping,福建,province/municipality,1,5,4,1,1991,2001,21,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,9.25,matched_title,23,usable,,"福建 1991-1991: 1991-1991 01月，历任福建省三明第二水泥厂厂长、三明新型建材总厂厂长、三明市建材总公司副总经理； ↔ 习近平 1990-1993 福建省福州市委书记、市人大常委会主任，福州军分区党委第一书记
福建 1996-1996: 1996-1996 12月，任福建省三明建材工业公司经理、党委书记； ↔ 习近平 1995-1996 福建省委副书记，福州市委书记、市人大常委会主任，福州军分区党委第一书记
福建 1996-1996: 1996-1996 12月，任福建省三明建材工业公司经理、党委书记； ↔ 习近平 1996-1999 福建省委副书记，福建省高炮预备役师第一政委
福建 1998-1998: 1998-1998 09月，任福建省大田县委副书记（正处级）、副县长； ↔ 习近平 1996-1999 福建省委副书记，福建省高炮预备役师第一政委
福建 2001-2001: 2001-2001 11月，任福建省三明市经贸委主任、党组书记； ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）"
郝鹏,Hao Peng,Secetary of the Liaoning Provincial Party Committee,Provincial committee,李希,Li Xi,甘肃,province/municipality,1,9,8,5,1976,2003,19,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,16.25,matched_title,31,usable,,"甘肃 1976-1976: 1976-1978 甘肃省渭源县路园公社插队知青 ↔ 李希 1975-1976 甘肃省两当县云屏公社知青
甘肃 1976-1978: 1976-1978 甘肃省渭源县路园公社插队知青 ↔ 李希 1976-1978 甘肃省两当县文教局、县委办公室干事
甘肃 1999-1999: 1999-2000 甘肃省经贸委副主任（正厅级） ↔ 李希 1996-1999 甘肃省兰州市委常委、组织部部长
甘肃 1999-2000: 1999-2000 甘肃省经贸委副主任（正厅级） ↔ 李希 1999-2001 甘肃省兰州市委副书记、组织部部长
甘肃 2000-2001: 2000-2002 甘肃省兰州市委常委、副市长（正厅级）（期间：1997.09-2000.12在西北工业大学航空系统工程专业学习，获工程硕士学位） ↔ 李希 1999-2001 甘肃省兰州市委副书记、组织部部长"
金壮龙,Jin Zhuanglong,Former Minister of Industry and Information Technology ,State Council,丁薛祥,Ding Xuexiang,上海,province/municipality,1,8,5,2,1989,1999,23,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,,High,same province/municipality with sustained or repeated overlapping career episodes,,,11.5,matched_title,15,usable,,"上海 1989-1989: 1989-1989 上海航天技术研究院 硕士研究生毕业，获工学硕士学位； ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1989-1989: 1989-1989 6月起，在上海航天局第八设计部工作，历任技术员、工程组长、研究室副主任；历任助理工程师、工程师、高级工程师、研究员； ↔ 丁薛祥 1988-1992 上海材料研究所办公室主任、宣传部主任
上海 1993-1993: 1993-1993 05月，任上海航天局第八设计部副主任； ↔ 丁薛祥 1992-1994 上海材料研究所九室主任 （其间：1993.09-1993.12上海市委党校中青年干部培训班学习）
上海 1996-1996: 1996-1996 02月，任上海航天局第八设计部主任（其间：1997年09月-1998年01月，在中央党校进修二班学习）； ↔ 丁薛祥 1994-1996 上海材料研究所副所长 （1989-1994年复旦大学管理学院行政管理专业在职研究生学习，获理学硕士学位）
上海 1996-1996: 1996-1996 02月，任上海航天局第八设计部主任（其间：1997年09月-1998年01月，在中央党校进修二班学习）； ↔ 丁薛祥 1996-1999 上海材料研究所党委副书记、所长"
铁凝（女）,Tie Ning (Nv),"Vice Chairman of the Standing Committee of the 14th National People's Congress, Chairman of the China Federation of Literary and Art Circles",Central Party apparatus,习近平,Xi Jinping,河北,province/municipality,1,3,4,4,1982,1985,37,older overlap,2,local/department leadership,3,vice-ministerial/provincial deputy,PBSC member likely senior at overlap,,Medium,same province/municipality with limited overlapping years,,,7.75,matched_title,15,usable,,"河北 1982-1983: 1980-1984 河北省保定地区文联《花山》编辑部编辑 ↔ 习近平 1982-1983 河北省正定县委副书记
河北 1983-1984: 1980-1984 河北省保定地区文联《花山》编辑部编辑 ↔ 习近平 1983-1985 河北省正定县委书记，正定县武装部第一政委、党委第一书记
河北 1984-1985: 1984-1986 河北省文联创作室专业作家 ↔ 习近平 1983-1985 河北省正定县委书记，正定县武装部第一政委、党委第一书记"
阴和俊,Yin Hejun,Minister of Science and Technology,State Council,蔡奇,Cai Qi,北京,province/municipality,1,6,2,2,2017,2018,4,recent before 20th Congress,2,local/department leadership,5,national leadership,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,6.5,matched_title,18,usable,,"北京 2017-2017: 2017-2017 北京市委常委、市政府党组成员 ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2017 北京市委常委、市政府党组成员 ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2017 北京市委常委、市政府党组成员 ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2018 北京市委常委，副市长、市政府党组成员，中关村管委会党组书记（兼） ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2018 北京市委常委，副市长、市政府党组成员，中关村管委会党组书记（兼） ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
陆治原,Lu Zhiyuan,Minister of Civil Affairs,State Council,李希,Li Xi,陕西,province/municipality,1,7,8,8,2004,2011,11,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,15.75,matched_title,24,usable,,"陕西 2004-2005: 2002-2005 陕西省西安市阎良区委副书记、区长 （副厅级） ↔ 李希 2004-2006 陕西省委常委、秘书长
陕西 2005-2005: 2005-2005 陕西省西安市阎良区委副书记、区长，西安阎良国家航空高技术产业基地管委会主任、党工委副书记 ↔ 李希 2004-2006 陕西省委常委、秘书长
陕西 2005-2006: 2005-2008 陕西省西安市阎良区委书记 （其间：2003.09-2006.11 在 西安交通大学 应用经济学专业学习） ↔ 李希 2004-2006 陕西省委常委、秘书长
陕西 2006-2008: 2005-2008 陕西省西安市阎良区委书记 （其间：2003.09-2006.11 在 西安交通大学 应用经济学专业学习） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
陕西 2008-2010: 2008-2010 陕西省西安市灞桥区委书记 （其间：2009.12-2010.06 兼任西安纺织城区综合发展办公室党组书记） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）"
陆治原,Lu Zhiyuan,Minister of Civil Affairs,State Council,赵乐际,Zhao Leji,陕西,province/municipality,1,7,6,6,2007,2012,10,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.75,matched_title,24,usable,,"陕西 2007-2008: 2005-2008 陕西省西安市阎良区委书记 （其间：2003.09-2006.11 在 西安交通大学 应用经济学专业学习） ↔ 赵乐际 2007-2008 陕西省委书记
陕西 2008-2008: 2005-2008 陕西省西安市阎良区委书记 （其间：2003.09-2006.11 在 西安交通大学 应用经济学专业学习） ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任
陕西 2008-2008: 2008-2010 陕西省西安市灞桥区委书记 （其间：2009.12-2010.06 兼任西安纺织城区综合发展办公室党组书记） ↔ 赵乐际 2007-2008 陕西省委书记
陕西 2008-2010: 2008-2010 陕西省西安市灞桥区委书记 （其间：2009.12-2010.06 兼任西安纺织城区综合发展办公室党组书记） ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任
陕西 2010-2011: 2010-2011 陕西省榆林市委副书记 ↔ 赵乐际 2008-2012 陕西省委书记、省人大常委会主任"
陈一新,Chen Yixin,Minister of State Security; Member of the Central Political and Legal Affairs Commission,State Council,蔡奇,Cai Qi,浙江,province/municipality,1,13,16,16,1999,2014,8,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,29.25,matched_title,20,usable,,"浙江 1999-2000: 1995-2000 浙江省委办公厅党群政法处处长、综合处处长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2000-2002: 2000-2003 浙江省委办公厅副主任（1998. 09-2001.07， 浙江省委党校 经济学专业在职研究生班学习） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2002-2003: 2000-2003 浙江省委办公厅副主任（1998. 09-2001.07， 浙江省委党校 经济学专业在职研究生班学习） ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2003-2004: 2003-2006 浙江省委副秘书长 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任
浙江 2004-2006: 2003-2006 浙江省委副秘书长 ↔ 蔡奇 2004-2007 浙江省台州市委书记"
陈一新,Chen Yixin,Minister of State Security; Member of the Central Political and Legal Affairs Commission,State Council,李强,Li Qiang,浙江,province/municipality,1,38,35,32,1976,2015,7,medium-term before 20th Congress,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,academia; provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,64.0,matched_title,20,usable,,"浙江 1976-1977: 1976-1978 浙江省云和县张村公社张村大队知青 ↔ 李强 1976-1977 浙江省瑞安县马屿区机电排灌站职工 （其间：1977.04-1977.10 借调瑞安县路线教育工作队驻江溪公社分队工作）
浙江 1977-1978: 1976-1978 浙江省云和县张村公社张村大队知青 ↔ 李强 1977-1978 浙江省瑞安县工具三厂职工
浙江 1984-1984: 1984-1990 浙江省丽水地委办公室秘书、副科长、科长 ↔ 李强 1983-1984 共青团浙江省瑞安县委干部
浙江 1984-1984: 1984-1990 浙江省丽水地委办公室秘书、副科长、科长 ↔ 李强 1984-1984 共青团浙江省瑞安县委书记
浙江 1984-1985: 1984-1990 浙江省丽水地委办公室秘书、副科长、科长 ↔ 李强 1984-1985 浙江省民政厅农村救济处干部"
陈一新,Chen Yixin,Minister of State Security; Member of the Central Political and Legal Affairs Commission,State Council,李希,Li Xi,清华大学,university/research,1,1,4,4,2008,2011,11,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia; provincial,Low,same university/research anchor is weaker evidence of factional connection,,,2.65,matched_title,20,usable,,清华大学 2008-2011: 2006-2011 浙江省委副秘书长、省委政策研究室（省政府发展研究中心）主任，省委财经领导小组办公室副主任（其间：2009. 04-2009.06，参加中组部组织的清华大学、美国哈佛大学公共管理高级培训班学习；2011.03-2011.07， 中央党校 中青年干部培训班学习） ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
陈一新,Chen Yixin,Minister of State Security; Member of the Central Political and Legal Affairs Commission,State Council,习近平,Xi Jinping,浙江,province/municipality,1,6,6,6,2002,2007,15,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.5,matched_title,20,usable,,"浙江 2002-2002: 2000-2003 浙江省委办公厅副主任（1998. 09-2001.07， 浙江省委党校 经济学专业在职研究生班学习） ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2003: 2000-2003 浙江省委办公厅副主任（1998. 09-2001.07， 浙江省委党校 经济学专业在职研究生班学习） ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2003: 2000-2003 浙江省委办公厅副主任（1998. 09-2001.07， 浙江省委党校 经济学专业在职研究生班学习） ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记
浙江 2003-2003: 2003-2006 浙江省委副秘书长 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2006: 2003-2006 浙江省委副秘书长 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记"
陈吉宁,Chen Jining,Politburo member; Party secretary of Shanghai,Provincial committee,蔡奇,Cai Qi,北京,province/municipality,1,8,6,6,2017,2022,0,active/after 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,13.0,matched_title,17,usable,,"北京 2017-2017: 2017-2017 北京市委副书记，副市长、代市长、市政府党组书记、北京冬奥组委党组副书记； ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2017 北京市委副书记，副市长、代市长、市政府党组书记、北京冬奥组委党组副书记； ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2017 北京市委副书记，副市长、代市长、市政府党组书记、北京冬奥组委党组副书记； ↔ 蔡奇 2017-2022 中央政治局委员，北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记
北京 2017-2017: 2017-2018 北京市委副书记，副市长、代市长、市政府党组书记、北京冬奥组委执行主席、党组副书记； ↔ 蔡奇 2016-2017 北京市委副书记、代市长、市长，北京2022年冬奥会和冬残奥会组织委员会执行主席、党组副书记
北京 2017-2017: 2017-2018 北京市委副书记，副市长、代市长、市政府党组书记、北京冬奥组委执行主席、党组副书记； ↔ 蔡奇 2017-2017 北京市委书记，北京2022年冬奥会和冬残奥会组织委员会主席、党组书记"
陈吉宁,Chen Jining,Politburo member; Party secretary of Shanghai,Provincial committee,李强,Li Qiang,上海,province/municipality,1,2,1,1,2022,2022,0,active/after 20th Congress,5,national leadership,6,top leadership/PBSC,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,3.0,matched_title,17,usable,,"上海 2022-2022: 2022-2022 中共二十届中央政治局委员，上海市委书记。 ↔ 李强 2017-2022 中央政治局委员，上海市委书记
上海 2022-2022: 2022-2022 中共二十届中央政治局委员，上海市委书记。 ↔ 李强 2022-2022 中央政治局常委，上海市委书记"
陈吉宁,Chen Jining,Politburo member; Party secretary of Shanghai,Provincial committee,李希,Li Xi,清华大学,university/research,1,1,4,4,2008,2011,11,older overlap,2,local/department leadership,3,vice-ministerial/provincial deputy,PBSC member likely senior at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,3.65,matched_title,17,usable,,清华大学 2008-2011: 2007-2012 清华大学常务副校长（正局级）； ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
陈吉宁,Chen Jining,Politburo member; Party secretary of Shanghai,Provincial committee,习近平,Xi Jinping,清华大学,university/research,1,1,4,4,1999,2002,20,older overlap,2,local/department leadership,4,ministerial/provincial chief,PBSC member clearly senior at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,3.65,matched_title,17,usable,,清华大学 1999-2002: 1999-2006 清华大学环境科学与工程系主任； ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）
陈小江,Chen Xiaojiang,Current Party Secretary of Xinjiang; Former Executive Deputy Director of the United Front Work Department,Central Party apparatus,李希,Li Xi,甘肃,province/municipality,1,4,4,4,2001,2004,18,older overlap,3,vice-ministerial/provincial deputy,4,ministerial/provincial chief,PBSC member likely senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,8.0,matched_title,21,usable,,"甘肃 2001-2001: 2000-2008 水利部直属机关党委常务副书记（其间：2001.11-2004.03挂职任甘肃省政府副秘书长、办公厅主任〈2003.02兼〉） ↔ 李希 1999-2001 甘肃省兰州市委副书记、组织部部长
甘肃 2001-2002: 2000-2008 水利部直属机关党委常务副书记（其间：2001.11-2004.03挂职任甘肃省政府副秘书长、办公厅主任〈2003.02兼〉） ↔ 李希 2001-2002 甘肃省张掖地委书记
甘肃 2002-2004: 2000-2008 水利部直属机关党委常务副书记（其间：2001.11-2004.03挂职任甘肃省政府副秘书长、办公厅主任〈2003.02兼〉） ↔ 李希 2002-2004 甘肃省张掖市委书记 （其间：2004.03-2004.07 中央党校地厅级干部进修班学习）
甘肃 2004-2004: 2000-2008 水利部直属机关党委常务副书记（其间：2001.11-2004.03挂职任甘肃省政府副秘书长、办公厅主任〈2003.02兼〉） ↔ 李希 2004-2004 甘肃省委秘书长"
陈小江,Chen Xiaojiang,Current Party Secretary of Xinjiang; Former Executive Deputy Director of the United Front Work Department,Central Party apparatus,李希,Li Xi,辽宁,province/municipality,1,2,2,2,2016,2017,5,recent before 20th Congress,3,vice-ministerial/provincial deputy,5,national leadership,PBSC member clearly senior at overlap,provincial,Medium,same province/municipality with limited overlapping years,,,4.5,matched_title,21,usable,,"辽宁 2016-2017: 2016-2017 辽宁省委常委、省纪委书记 ↔ 李希 2015-2017 辽宁省委书记、省人大常委会主任
辽宁 2017-2017: 2016-2017 辽宁省委常委、省纪委书记 ↔ 李希 2017-2017 中央政治局委员，辽宁省委书记、省人大常委会主任"
陈敏尔,Chen Min'er,Politburo member; Party secretary of Tianjin,Provincial committee,蔡奇,Cai Qi,浙江,province/municipality,1,12,14,14,1999,2012,10,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,26.0,matched_title,25,usable,,"浙江 1999-1999: 1997-1999 浙江省宁波市委常委、副市长（1995-1998年中央党校在职研究生班法学专业学习） ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 1999-1999: 1999-1999 浙江省宁波市委副书记 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 1999-2001: 1999-2001 浙江日报报业集团社长、党委书记 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2001-2002: 2001-2002 浙江省委宣传部部长 ↔ 蔡奇 1999-2002 浙江省衢州市委副书记、市长 （1998-2001年 福建师范大学 经济法律学院政治经济学专业博士研究生班学习，获经济学博士学位）
浙江 2002-2002: 2001-2002 浙江省委宣传部部长 ↔ 蔡奇 2002-2004 浙江省衢州市委书记、市人大常委会主任"
陈敏尔,Chen Min'er,Politburo member; Party secretary of Tianjin,Provincial committee,李强,Li Qiang,浙江,province/municipality,1,41,31,31,1982,2012,10,medium-term before 20th Congress,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,58.75,matched_title,25,usable,,"浙江 1982-1983: 1982-1983 浙江省委党校理论师资班学习 ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人
浙江 1983-1983: 1982-1983 浙江省委党校理论师资班学习 ↔ 李强 1983-1984 共青团浙江省瑞安县委干部
浙江 1983-1983: 1983-1984 浙江省绍兴市委党校理论教员 ↔ 李强 1982-1983 浙江省瑞安县莘塍区团委负责人
浙江 1983-1984: 1983-1984 浙江省绍兴市委党校理论教员 ↔ 李强 1983-1984 共青团浙江省瑞安县委干部
浙江 1984-1984: 1983-1984 浙江省绍兴市委党校理论教员 ↔ 李强 1984-1984 共青团浙江省瑞安县委书记"
陈敏尔,Chen Min'er,Politburo member; Party secretary of Tianjin,Provincial committee,习近平,Xi Jinping,浙江,province/municipality,1,6,6,6,2002,2007,15,older overlap,4,ministerial/provincial chief,4,ministerial/provincial chief,near-peer rank at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,12.5,matched_title,25,usable,,"浙江 2002-2002: 2001-2002 浙江省委宣传部部长 ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2002: 2001-2002 浙江省委宣传部部长 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2002: 2002-2007 浙江省委常委、宣传部部长 ↔ 习近平 2002-2002 浙江省委副书记、代省长，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2002-2003: 2002-2007 浙江省委常委、宣传部部长 ↔ 习近平 2002-2003 浙江省委书记、代省长，浙江省军区党委第一书记，南京军区国防动员委员会副主任，浙江省国防动员委员会主任
浙江 2003-2007: 2002-2007 浙江省委常委、宣传部部长 ↔ 习近平 2003-2007 浙江省委书记、省人大常委会主任，浙江省军区党委第一书记"
陈旭（女）,Chen Xu (Nv),Deputy director of the United Front Work Department; Director of the State Council's Overseas Chinese Affairs Office,State Council,李希,Li Xi,清华大学,university/research,1,2,1,1,2009,2009,13,older overlap,3,vice-ministerial/provincial deputy,3,vice-ministerial/provincial deputy,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,1.1,matched_title,14,usable,,"清华大学 2009-2009: 2009-2009 06月，任清华大学党委常务副书记、副校长。 ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）
清华大学 2009-2009: 2009-2009 12月，任清华大学党委常务副书记。 ↔ 李希 2006-2011 陕西省委常委、延安市委书记 （其间：2007-2009年 兼任延安市人大常委会主任；2008-2011年 清华大学经济管理学院高级管理人员工商管理专业学习，获高级管理人员工商管理硕士学位）"
陈旭（女）,Chen Xu (Nv),Deputy director of the United Front Work Department; Director of the State Council's Overseas Chinese Affairs Office,State Council,习近平,Xi Jinping,清华大学,university/research,1,1,1,1,2002,2002,20,older overlap,1,education/early career,4,ministerial/provincial chief,PBSC member clearly senior at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,0.85,matched_title,14,usable,,清华大学 2002-2002: 2002-2002 9月-2005年7月，在清华大学电子工程系在职研究生学习，获博士学位。 ↔ 习近平 2000-2002 福建省委副书记、省长，南京军区国防动员委员会副主任，福建省国防动员委员会主任，福建省高炮预备役师第一政委（1998-2002年清华大学人文社会学院马克思主义理论与思想政治教育专业在职研究生班学习，获法学博士学位）
韩俊,Han Jun,Secretary of the Party Leadership Group and Minister of the Ministry of Agriculture and Rural Affair,State Council,赵乐际,Zhao Leji,中国社会科学院,university/research,1,1,3,3,1996,1998,24,older overlap,2,local/department leadership,3,vice-ministerial/provincial deputy,PBSC member likely senior at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,3.05,matched_title,21,usable,,中国社会科学院 1996-1998: 1996-2001 中国社会科学院农村发展研究所副所长 ↔ 赵乐际 1997-1999 青海省委副书记、西宁市委书记（1996-1998年中国社会科学院研究生院货币银行专业研究生课程班学习；1998.09-1999.01中央党校省部级干部进修班学习）
韩文秀,Han Wenxiu,"Deputy Director of the Central Finance Office in charge of daily work, and Director of the Central Rural Work Leading Group",Central Party apparatus; State Council,赵乐际,Zhao Leji,北京大学,university/research,1,1,1,1,1980,1980,42,older overlap,1,education/early career,1,education/early career,near-peer rank at overlap,academia,Low,same university/research anchor is weaker evidence of factional connection,,,0.85,matched_title,13,usable,,北京大学 1980-1980: 1980-1980 09月至1984年08月，在 北京大学 经济系学习，获经济学学士学位 ↔ 赵乐际 1977-1980 北京大学哲学系哲学专业学习
马兴瑞,Ma Xingrui,"Member of the  Politburo of the CCP Central Committee, Secretary of the Party Committee of the Xinjiang Uygur Autonomous Region, and First Political Commissar of the Xinjiang Production and Construction Corps.",Provincial committee,李希,Li Xi,广东,province/municipality,1,2,5,5,2017,2021,1,recent before 20th Congress,4,ministerial/provincial chief,5,national leadership,PBSC member likely senior at overlap,provincial,High,same province/municipality with sustained or repeated overlapping career episodes,,,10.0,matched_title,19,usable,,"广东 2017-2017: 2016-2017 广东省委副书记，省政府副省长、代省长、党组书记 ↔ 李希 2017-2022 中央政治局委员，广东省委书记
广东 2017-2021: 2017-2021 广东省委副书记，省政府省长、党组书记，中央港澳工作协调小组成员 （2017.05） ↔ 李希 2017-2022 中央政治局委员，广东省委书记"
高翔,Gao Xiang,President of the Chinese Academy of Social Sciences ,Academic institution,赵乐际,Zhao Leji,中国社会科学院,university/research,1,1,3,3,1996,1998,24,older overlap,2,local/department leadership,3,vice-ministerial/provincial deputy,PBSC member likely senior at overlap,academia,Medium,same university/research anchor plus seniority relationship,,,3.05,matched_title,16,usable,,中国社会科学院 1996-1998: 1996-1999 中国社会科学院历史研究所副研究员 ↔ 赵乐际 1997-1999 青海省委副书记、西宁市委书记（1996-1998年中国社会科学院研究生院货币银行专业研究生课程班学习；1998.09-1999.01中央党校省部级干部进修班学习）
